R,G,B,H,H,S,V,L,A,B,MK,STDDEV,VRES,SRES,LCCP0_C,LCCP0_S,LCCP0_N,0_CT,0_ST,LCCP1_C,LCCP1_S,LCCP1_N,1_CT,1_ST,WL,WC,WV,L,C,V,K,,,
92,118,176,17,170,100,145,"[55, 221]",96,159,57,1.6002153605664897,0.0067076268051705305,0.03728856889022329,0.2886241708540295,0.28152362465546127,0.27761580579677786,17.106129372231642,0.24663190992893014,0.08564128946231296,0.20495568038771272,0.5289065470279846,87.12159935074949,0.5020634466539778,0.11842573713575184,0.19992598807751955,0.13368779849053566,"[0.005595680107381854, 0.023691911077847717]","[0.4181117992738503, 1.4495713053179868]","[2.4896698553430283e-07, 8.971418243919869e-07]",4,3,4,4
92,174,142,70,161,70,125,"[21, 243]",10,112,57,2.8111701683421675,0.007361043149841729,0.03364929718315655,0.20418443249028956,0.3638807987762883,0.5054890171659965,44.01744408344342,0.5922905933218339,0.037837619475942934,0.5088714417859481,0.5537473883375779,96.00178504112876,0.8554591825474792,0.19534796239907568,0.26318672484400746,0.978485990672688,"[0.005702302378145828, 0.02010035643847563]","[0.7327032884738338, 1.2173157795083243]","[1.36586606744423e-07, 1.1817777896282715e-06]",1,1,1,2
74,112,104,22,145,88,120,"[59, 252]",48,163,36,2.7279509229020524,0.006230639478187547,0.035566115162994995,0.38583967750789094,0.4384918150727009,0.24681215032387388,154.1713973724756,0.5147369136472723,0.15741728705929148,0.3089965013832922,0.5790382053122775,33.30622245688127,0.0001703658721254886,0.3882146483504907,0.9940644806988689,0.8218457350289651,"[0.008676756195927874, 0.023384898409583882]","[0.7033329900198381, 1.5114250625354473]","[1.6146061308984613e-07, 1.251782514247735e-06]",1,1,3,2
166,69,146,41,123,110,122,"[72, 181]",22,166,86,1.4002327623309296,0.005278942595060075,0.03886429205092246,0.03593731266602256,0.7260457037716344,0.7110367450882247,88.1111346221557,0.0347616486366954,0.39337448733715075,0.7729963847352639,0.23347671583353008,144.5842588051229,0.7850887196544198,0.33055078168006496,0.9025027156940655,0.7451596253460774,"[0.009057781289280746, 0.020648481942149126]","[0.6685667165947897, 1.5187840766287755]","[3.3315271039324604e-08, 1.2280136629901804e-06]",1,-1,1,1
167,131,132,31,135,73,121,"[97, 202]",16,153,51,2.481862656981459,0.00692330164847348,0.026530897812427394,0.15686950687451628,0.36588171089969157,0.2746565003394027,125.90532966489383,0.19225471798809235,0.2616067322225714,0.7681032249418502,0.5670199329015104,129.49096621684072,0.5680978889660749,0.17405923920580244,0.4786828556345415,0.9316704309703256,"[0.008153016389661275, 0.022758197347227102]","[0.742915515291505, 1.5141789279265354]","[1.0133434928531306e-07, 1.34835879331486e-06]",2,7,1,1
166,169,60,12,102,88,140,"[49, 236]",164,137,75,2.882137141643489,0.006538587771929652,0.03762909189910819,0.35746208930712986,0.5751685630047627,0.6582956730529763,84.91524561188132,0.9559808813146679,0.16517173543640956,0.6436101342415204,0.49231596953450124,130.21516053640832,0.3195056034191316,0.7882403355872842,0.8955028812571402,0.37277974943636527,"[0.008941586319578296, 0.02002267979114402]","[0.7004795033135603, 1.5309391247880573]","[1.1667346838088412e-07, 1.17933365063657e-06]",4,0,0,0
187,128,117,61,155,64,57,"[49, 153]",14,125,85,2.6261302665221473,0.006794690873770409,0.032717654674370024,0.39489825923931554,0.2592963774639543,0.6432069278276547,169.79504974704207,0.06299738274737787,0.3991390798974379,0.4239310122460811,0.5770522327387577,102.7329717720826,0.10511476858203495,0.5705168871768153,0.9098304692831942,0.6650942193291396,"[0.008573639903319975, 0.021286027762834142]","[0.7069180925699472, 1.5246246843588889]","[1.3879127913524643e-07, 7.916415358594468e-07]",4,2,3,1
154,197,55,25,131,145,95,"[43, 179]",33,70,50,1.8089822237918114,0.005630436354684202,0.015817664159070526,0.25932996731028457,0.5761285835615699,0.2881254397741023,167.34838662085275,0.6293249330896727,0.2849283791299692,0.4466428248080197,0.5327895317892533,49.14067022674363,0.24299273420889056,0.8233066276493057,0.16915642426544641,0.4837319212267329,"[0.005907843830376383, 0.021448425949664115]","[0.5597847010178058, 1.5663833812341452]","[5.7772156958096575e-08, 8.606587682044877e-07]",4,11,5,1
52,90,79,66,115,136,120,"[10, 232]",83,129,92,1.7549098479639405,0.00546347427385773,0.03860776245628679,0.2587121054090148,0.31843429782434024,0.3273282327476932,156.80447935031327,0.35996614005897576,0.3957545615672038,0.42714721653929594,0.295346999764751,158.49040098893025,0.4937175147559226,0.3804612173445785,0.7808780534760957,0.3930869474064931,"[0.009323096506339416, 0.02014358599135592]","[0.7188566212238516, 1.4078199909605842]","[2.270069048079192e-07, 1.2251489973607053e-06]",3,2,1,1
53,147,106,5,150,51,120,"[57, 182]",71,125,84,2.0238773843576103,0.006800027401540118,0.020564178285861184,0.3123184321477903,0.28399553560386037,0.24689068563779926,59.21837765395777,0.7126909578635605,0.1533007264165258,0.6066530600473563,0.4021255064583591,41.11612494708133,0.7484982061782661,0.763870848244038,0.7988186782887456,0.5905631950153495,"[0.0065712729190704495, 0.02363325074916423]","[0.5391031891880426, 1.5887402301596572]","[2.3511583755481771e-07, 1.4606047235628955e-06]",2,3,1,1
73,192,108,53,115,70,64,"[97, 161]",28,43,78,2.5559920176743245,0.0063021257637016674,0.014841616646516578,0.22486216583236943,0.5796682095888188,0.2280151403307685,44.660738392028264,0.8214175182221942,0.135081454904934,0.4531780148789082,0.30598071136916966,106.0259266918561,0.8504915926362469,0.7345158351851524,0.6472599892405067,0.24384165585693585,"[0.0063473627378179695, 0.02126638042219387]","[0.44488400271896655, 1.320214668597649]","[9.452445292666472e-08, 1.3536838202907252e-06]",1,4,4,1
200,184,130,52,170,73,64,"[15, 160]",44,36,46,2.189551789186347,0.005383315620401567,0.03464957892885823,0.2508366278312124,0.44908389195463017,0.35745835317180763,12.399614549609854,0.3379376968709811,0.10285144931557376,0.42451952685567707,0.30804995479203257,66.49671340024297,0.007168948206431214,0.589266740867082,0.5429136977887247,0.20475156327348645,"[0.007399194944845181, 0.02021063778878841]","[0.4970699156106261, 1.288357234220108]","[1.2671881350482133e-07, 1.2171661466677993e-06]",3,1,7,8
172,82,172,75,143,60,65,"[86, 157]",66,70,72,1.1820909803645994,0.0057299750030401575,0.01558587342468612,0.1783005910573554,0.5981971549967464,0.7460517783146852,90.16616431324331,0.08505131529764753,0.20860452691164647,0.5769852199288759,0.29167053460181913,96.840867366881,0.9225768185839096,0.8611052931100802,0.6602805624521436,0.6628234707658786,"[0.007257624091411983, 0.020383257711280137]","[0.531374014348435, 1.5444516861337627]","[1.1384936913179856e-07, 7.302247838308834e-07]",3,-1,4,2
106,155,156,59,111,127,59,"[51, 208]",111,109,61,1.4800569805925512,0.006099680009444457,0.029314598072510634,0.2169373016188815,0.6387655180764988,0.6213375396690686,14.176041795177472,0.5032700113251156,0.14632487067112998,0.40980694249053295,0.7363159273913937,58.82088799014625,0.7789848566343859,0.5744183815759539,0.8917272626250808,0.7406096635131085,"[0.006156815097601855, 0.023611657264123842]","[0.547693886072893, 1.4888016912856015]","[1.602358518371636e-07, 1.029689879704484e-06]",2,4,4,1
152,136,113,69,124,84,136,"[40, 175]",167,84,71,2.3521537231660443,0.005323725843188646,0.03674531047356653,0.10300859801192841,0.24440695269130147,0.4371593830501563,100.94849802037638,0.5163785592049394,0.35255389512919333,0.701288403928034,0.5734170254748889,132.87614320822394,0.47976068982625397,0.2637835719571652,0.7445756628015171,0.23704019138003313,"[0.008044486153592845, 0.02262283221288333]","[0.4592472620418269, 1.2000820282737772]","[1.6231799019220803e-07, 9.228080404243397e-07]",1,10,1,1
184,68,153,32,153,133,98,"[22, 194]",87,116,51,1.1066060631369357,0.006358738312869405,0.03296666906528227,0.22200528601595979,0.4575749254257198,0.6253917439271448,40.729595576020365,0.9935864884178421,0.22224779586472754,0.7587133243660895,0.2906908050659084,36.53083210730667,0.08667035795083633,0.7191287431363158,0.5160448839022342,0.4553037918465631,"[0.009306513810103657, 0.024103997153790357]","[0.5578418910965461, 1.4723237285016508]","[2.003496815274687e-07, 1.4475514448921709e-06]",3,-1,9,19
180,153,130,75,101,116,67,"[59, 247]",20,70,93,2.1589133194165675,0.005411658518029261,0.026930103127817066,0.2857241000339327,0.29189912262155165,0.6534422038883114,104.865477958947,0.6251724959243163,0.02699442529887497,0.4831787046660489,0.6525003117461899,160.82642845058865,0.34430747070846546,0.5891818670303726,0.6986769925792169,0.45643864176756377,"[0.005237702558285215, 0.024231852030497752]","[0.7310580072386825, 1.4918033056939608]","[1.422074546403334e-07, 1.4626210904858395e-06]",3,2,2,1
124,99,103,24,112,118,57,"[76, 222]",77,123,71,1.0301524885291964,0.007975595634634455,0.02030513288636296,0.2968181512133075,0.2854720067839018,0.5240641617161956,37.18391236340325,0.8602297064298847,0.3757564406156483,0.22367384381093988,0.3429488484182127,147.77414864710784,0.4277067812326595,0.2627134697649225,0.18992999178151132,0.613577477138697,"[0.006495929079428202, 0.02112868216776428]","[0.5608836023391714, 1.5404456426771183]","[1.550691672624975e-07, 1.0856022067407574e-06]",4,17,4,2
121,127,154,13,127,115,141,"[62, 234]",56,148,56,2.059499050894143,0.006556971516816183,0.025922213964229557,0.17871009140903624,0.7620771648225215,0.6622419076483856,157.2244144617717,0.2195820816247197,0.08446097283132087,0.4596491432470476,0.20308107562909367,114.79903543128964,0.7020989805317261,0.6684920085519517,0.9801322466879593,0.6986010873000806,"[0.008204797950790127, 0.02083397711815211]","[0.5817207091205663, 1.3364376313104394]","[4.698927350350523e-08, 1.1912305616225617e-06]",3,1,0,3
183,125,120,10,152,69,136,"[26, 189]",50,0,50,1.5647621834688348,0.007778816538319653,0.014766176527143784,0.15712378492425236,0.31363716135359243,0.4944760468769537,19.070531653325258,0.8134233250378553,0.17984491575920558,0.4828259399043091,0.7329574216097074,151.6265761216389,0.8888301282111447,0.7594830083797446,0.49784046988949215,0.7394307068585669,"[0.006132994478930393, 0.02426486217897155]","[0.6197223587137124, 1.563157235625515]","[1.3381141136415912e-07, 9.280807932307659e-07]",2,1,2,4
133,137,178,27,107,68,88,"[66, 202]",167,14,64,1.3771215795071314,0.007152383722440507,0.03769328145944841,0.3834607927945713,0.4513533769475252,0.6787134088549017,74.90389660668009,0.9757793816788792,0.3271695558350891,0.2835368020054563,0.41775514041647177,152.45806253507251,0.7145083648837922,0.3073331788992399,0.2255653195824372,0.36767489857793756,"[0.005817003398764859, 0.02324235880143445]","[0.6504478839131783, 1.542798373679145]","[1.7305735451338744e-07, 9.309983795402856e-07]",4,5,3,1
80,76,92,62,161,140,51,"[36, 206]",80,140,67,2.6502193087466006,0.005763745991200877,0.029182732428902285,0.10482073042138995,0.20104853964070554,0.21993309473417713,33.96794706886902,0.8517486144841023,0.15002780574155775,0.7379558092887482,0.5757394522123005,66.98711336024701,0.16382841331573272,0.31750405500217904,0.5011355112445915,0.998205799776869,"[0.008750601297733215, 0.02049356819182438]","[0.7399915595998049, 1.5382897383853598]","[6.978932515123423e-08, 1.0246616597534263e-06]",1,27,5,5
101,133,137,67,112,80,112,"[22, 153]",129,47,67,2.753551572070527,0.005446586968121909,0.028367529277535095,0.2717208027127282,0.29046024946556753,0.41691370027251173,152.7504439526024,0.03448848325487419,0.17374680942604537,0.2786401835316835,0.6852354495614759,98.95809411292589,0.8099135148437036,0.6837131967974226,0.5591537633065858,0.969727791131757,"[0.008832618594614382, 0.0244816597226677]","[0.6648905582133707, 1.3048621128505855]","[9.579931920286478e-08, 1.0674278798152622e-06]",1,1,1,2
56,68,149,39,113,139,77,"[79, 226]",24,167,38,1.7388009484778382,0.006106634580171064,0.016646495735020195,0.09331638134474485,0.5239968635354476,0.2716634408357318,135.12981554665072,0.558378145055748,0.3599768577680829,0.5681884718165698,0.6374569838515993,89.94613117666098,0.31688267395449776,0.17239183490558868,0.3342008611840547,0.6396316982406117,"[0.006370465385000275, 0.021959805388970917]","[0.4614171215878134, 1.5416679118799814]","[9.958958308090488e-08, 1.2252000280377688e-06]",1,2,3,2
193,98,127,19,123,132,56,"[44, 196]",44,70,91,1.4609450988235178,0.0059934436923174675,0.014832258941619141,0.09287818806453339,0.7302493195861128,0.7785249287332436,45.8666238392272,0.40997637708784473,0.3846920219501307,0.39755392471780737,0.3452604256059306,13.09880498845212,0.766620087829595,0.7017230318545856,0.330681612020002,0.7757412990776804,"[0.008494465231331887, 0.020262132649201178]","[0.6407827039929336, 1.4878586391596864]","[9.360935153153279e-08, 1.16574606033171e-06]",2,-1,22,6
149,141,173,23,147,77,65,"[28, 191]",9,14,31,2.0071702558556055,0.006187272353311663,0.014217558542587683,0.26959465798744847,0.28804858025896407,0.31895671208654747,122.85719288707817,0.0805961337236295,0.2751162810282887,0.6202634628108055,0.5675638450227833,70.27531486202706,0.2427840227563559,0.6552363785574531,0.4303740285103409,0.9341046584375955,"[0.005156899211134036, 0.02461587027806212]","[0.47768424961370065, 1.2719835387635634]","[2.1448031016413575e-07, 8.055266747041503e-07]",3,1,3,2
147,58,52,35,163,60,148,"[14, 174]",1,72,31,2.111030327149865,0.006743558260441129,0.0373885910427804,0.3285770121923057,0.4322088361412888,0.6168022782102844,161.52707000308294,0.5496162267304099,0.2753047201399008,0.6660062151519868,0.37770181872738134,100.3565876080377,0.3960309708783539,0.9369571713317822,0.530365356158159,0.9215884448073249,"[0.008952054460254178, 0.023143398881553544]","[0.7843188574147095, 1.5354573958141102]","[8.276862300045134e-08, 8.126451641891182e-07]",4,-1,2,1
198,134,87,56,164,131,90,"[44, 229]",100,51,39,1.6324869027832432,0.007733888095292841,0.01834212452641316,0.3333002909702726,0.7871700494403375,0.35225753783007563,18.286536712817405,0.2553192398381944,0.3110128207012663,0.4969157467479359,0.5986882008836514,120.52048577156594,0.7294014402083427,0.8425830383758631,0.42439033115270663,0.9037052671096433,"[0.0058504233327151415, 0.024059983239237134]","[0.40213151914033585, 1.4919137277437917]","[4.2116953875260486e-08, 1.4947034241972799e-06]",1,-1,2,5
150,122,169,19,102,79,56,"[83, 242]",126,92,43,2.2841357753300264,0.007533008433626814,0.029627791224795808,0.3009236706179861,0.6196395842315341,0.7810893041429627,71.34895055294376,0.297980371112071,0.14727633119768907,0.45546678777662813,0.260063044591906,108.41252293155705,0.8678989190868776,0.9604251231520158,0.7287164509206157,0.6862219592944523,"[0.00891026963140992, 0.024046963162597287]","[0.7182641858781513, 1.4960788796520028]","[1.5283782681408285e-07, 1.2771859120671676e-06]",3,4,4,1
199,85,68,41,139,108,129,"[93, 183]",29,15,51,2.409591642658765,0.006553981724510911,0.039775566687864534,0.06937339520895107,0.3093070878271489,0.47553367295183974,135.78545645910262,0.0633555740456313,0.14262575243187925,0.5673703309604932,0.4315485312611805,48.648506642581744,0.009788721788576038,0.7846175159958407,0.14376128338800978,0.8062412544420021,"[0.0068263801526835645, 0.02022137703175556]","[0.7285626931599366, 1.317539362360684]","[4.981749972156262e-08, 1.0675737232467414e-06]",4,-1,10,1
134,142,108,61,124,131,132,"[77, 178]",15,165,39,2.3357494410396678,0.007878000159178005,0.037228138153502496,0.2817814180697733,0.31405302928029827,0.6987009976720339,161.5861872009131,0.2732184303337418,0.1684866619215938,0.6892181581120326,0.5691645577349402,41.29302248727973,0.45594890030334856,0.42864854053092627,0.9635213242516161,0.5008013429072748,"[0.005956151346714527, 0.02077457958150844]","[0.6802006463500143, 1.57895014710152]","[1.4895256896236574e-07, 1.375317454965146e-06]",1,1,1,3
51,75,146,68,161,103,88,"[65, 249]",129,58,94,1.3454365602725138,0.007431593759535658,0.03468656270915227,0.19182480582333086,0.7515544655353428,0.2820170267045484,37.768570231607335,0.7091472164569689,0.1193175145325856,0.36535074960280484,0.7280352847747538,130.367517243866,0.4349479342957713,0.901372234431042,0.3076692545413128,0.4241230331170124,"[0.0075196229583583815, 0.02410363005177605]","[0.5513514121237428, 1.2342039185156428]","[9.008928312655728e-08, 7.927002165172852e-07]",2,1,3,7
184,79,53,33,126,99,66,"[53, 181]",112,79,94,2.387287984749056,0.005034433026094059,0.035162589094195826,0.0675753897680103,0.5104827772491114,0.2634313522817578,97.35243315314108,0.45008577979590847,0.09959218227378296,0.494683300188446,0.7812501986884868,71.2446505715034,0.49899968702759967,0.8899917490054322,0.7996381999711064,0.5276792337269066,"[0.006198091593564072, 0.022499542954241513]","[0.7117703288268559, 1.5839280019652464]","[8.085146527511811e-08, 1.2625295402617194e-06]",3,-1,2,1
179,74,64,58,139,68,84,"[72, 210]",80,43,78,2.9623526164449046,0.007157957197040391,0.027631306558432135,0.20960266992468746,0.7917099328518629,0.7061251678003617,52.75372304553818,0.05133104499793528,0.05711502291154296,0.28667237991027766,0.271614482300438,65.13039432448346,0.6564006191433023,0.1267891612657617,0.9451827793444714,0.8192199370967281,"[0.006289379768821434, 0.023306190531336566]","[0.6639048539245193, 1.4271497439086673]","[7.489565596173363e-08, 1.27436150476785e-06]",4,-1,2,2
50,154,62,36,151,124,50,"[64, 218]",101,47,60,1.7223350963195188,0.006401544615332373,0.027142281980965,0.2605785443267125,0.39226777383966976,0.5104143433226259,26.251762622854127,0.5932084624363767,0.04632236417971707,0.4409104934751327,0.6248344812912884,51.303145347083884,0.7945991532936445,0.7013346957085502,0.9870381529934412,0.5291997188874075,"[0.007860214401912428, 0.0212294050763553]","[0.6240819670157127, 1.4773592253569237]","[2.73717619426302e-08, 1.405172253824087e-06]",2,2,5,3
158,88,129,73,138,75,147,"[27, 226]",101,12,50,1.5634787515576192,0.007054576474554691,0.025033109985439186,0.11687875410403832,0.6774220974440885,0.5909728261539422,83.50627954756321,0.4473936784730135,0.23066356132422322,0.6771770326996143,0.5777785360918467,38.825146970484795,0.9344398823814712,0.4456031502718658,0.28281436572020047,0.5372826034223458,"[0.009664402456489229, 0.023572817410623052]","[0.6845638199432786, 1.3063280144817597]","[1.9707713470009088e-07, 1.0439802749664628e-06]",1,1,1,1
195,111,136,67,102,101,100,"[75, 202]",13,25,63,1.5573428977168822,0.005208734702310725,0.03563969879798041,0.35849997042433057,0.39915979985472266,0.5354678495504654,15.27778918570494,0.22845886243153046,0.053004002014643926,0.4464384004033404,0.7181167775722495,64.40233376916919,0.012233314065796863,0.13376508036957369,0.8618343732044956,0.5675401088801102,"[0.008926865507961557, 0.020209087158106338]","[0.7286081833220377, 1.449620951220768]","[1.0775923100390177e-07, 1.4907540241549355e-06]",2,-1,2,2
74,134,116,11,170,110,108,"[20, 226]",116,126,95,2.3630315150432573,0.0065401749043913614,0.03877610994539102,0.23388464728608996,0.227878984426779,0.4767498135557868,27.866537844527635,0.7582642360992535,0.3766760636554934,0.752352909901377,0.7071861672947404,26.917318962894132,0.5261332423220111,0.26132135039760906,0.9949371491505308,0.19773221344687925,"[0.008041870806364568, 0.022085697347466106]","[0.6589682627322058, 1.2974529380460673]","[2.1358515381264835e-07, 8.138525445230581e-07]",2,3,1,6
124,168,122,26,138,113,58,"[58, 196]",124,40,51,2.8568391732198144,0.007898734500548454,0.017469566202200405,0.01648264404584938,0.5353404218001121,0.2791714530165351,101.54426334103583,0.45924217830200276,0.10377973108102392,0.7159869599334487,0.4296622164189294,88.48647060418634,0.0012247643700254995,0.5940160885422593,0.8647347762085443,0.8969887127667449,"[0.00935894225048511, 0.020470875528294255]","[0.7437880836091346, 1.376450669703676]","[1.9319777601830514e-07, 1.329550936391856e-06]",4,4,2,1
99,131,179,29,120,146,132,"[50, 234]",141,60,76,1.1010251075600408,0.007772378247978972,0.029535422110996926,0.3515138149962245,0.28955951719046014,0.41549729755534,107.18208097545102,0.7489498764765892,0.16382860711116642,0.4784624705854968,0.5092582496235107,165.12625908839038,0.7587232012742244,0.2934429955299983,0.7064002486723688,0.45107335212259947,"[0.009895539897285362, 0.023742296888559642]","[0.5209413817704462, 1.5323781323368386]","[1.9365124529492986e-07, 1.0372337199862469e-06]",2,1,2,9
104,188,158,16,146,128,74,"[64, 183]",150,68,88,1.0703888247425082,0.00781078050222658,0.01262231072877705,0.2534617429851755,0.26416185865699565,0.6996372748985339,153.05660111839526,0.8971513080891526,0.34748443153889763,0.3499232277617419,0.5487123351929424,119.25418391855673,0.6688411534641097,0.796336999957953,0.3260959788333684,0.634211981460204,"[0.008817932035397439, 0.0211495275716173]","[0.43317907936064576, 1.2384853758825436]","[1.3995303486891173e-07, 8.382846292949108e-07]",1,1,10,1
74,128,171,34,125,96,144,"[22, 187]",143,166,41,1.0353866887987577,0.006856997322980962,0.038452409637122605,0.07674734474050249,0.237905310240976,0.7295293084655046,42.62657892112016,0.37814707361358424,0.07992546821810316,0.6751536044415694,0.5644091507377831,39.22189497704862,0.19100808817391124,0.6593904597996018,0.9782559705143425,0.8066967808171729,"[0.007542489234939604, 0.020156030817808087]","[0.667102810590485, 1.2220988419911005]","[1.6593607982844699e-07, 1.425438413876575e-06]",1,2,5,0
86,101,106,56,133,149,94,"[95, 202]",157,157,80,1.2322045186173283,0.007276695848968994,0.023564910068927566,0.11465145845617691,0.6331028007117117,0.29321997129095556,131.2715084974376,0.12029218741422143,0.38715679716264767,0.32239174580592495,0.46145126401820313,76.80699511754673,0.5303447805734289,0.2569826976731188,0.44138267037205237,0.7731348341143569,"[0.006733808585058787, 0.02000285876638819]","[0.4804481389222435, 1.214737444142337]","[2.2751994199237537e-07, 1.4775463993333624e-06]",4,1,2,0
100,188,109,9,147,66,119,"[74, 177]",68,119,31,2.326135048374386,0.007778794003795596,0.020926300367364058,0.234865458773013,0.5363007172922618,0.5455426799919316,166.93514881600416,0.41082702195601895,0.3105237147328684,0.6671204614246649,0.44447889195086243,124.89004604143736,0.8507161821322967,0.8452962478726523,0.5593458639456722,0.7253739240021132,"[0.009429697775730887, 0.02005430425644345]","[0.5076800689743413, 1.5492544316496302]","[9.255119531299994e-08, 1.4066633630357873e-06]",4,1,2,1
78,70,71,11,136,83,77,"[82, 214]",115,89,33,2.618328940710544,0.007654254479325205,0.02330411498104011,0.22684539172852808,0.23525860755309297,0.6228432210847015,14.586589274719106,0.40888341304438935,0.05634727914818374,0.23629830180710817,0.3827351426801403,122.30952465258522,0.3832313706927025,0.14017501557806505,0.736757353151635,0.7494174042191474,"[0.007823917138211093, 0.023859542451874445]","[0.748770263172865, 1.480143435314334]","[2.497417026973066e-07, 7.603985405978213e-07]",3,23,7,2
149,196,110,35,118,87,123,"[57, 248]",40,63,93,2.8489223393510335,0.007758900207931377,0.012370642392845943,0.11036171448621378,0.7037397194267454,0.36828989611065166,10.801399044452289,0.9910389161436939,0.1640275478085323,0.7313144837294538,0.7561859690854478,69.37341985497626,0.7003442596222137,0.41661032732930925,0.7082151558591558,0.9082734992012755,"[0.009928298286566994, 0.024881013184601956]","[0.7412293882937602, 1.579493418172434]","[2.151931651324747e-07, 9.977302182867968e-07]",3,7,5,1
173,55,181,28,151,76,117,"[22, 162]",52,84,77,1.4121213544492943,0.0053227017037121346,0.031453168065663,0.26393911469695447,0.6211694286536276,0.39868285657824964,85.31108518574104,0.6510170544507274,0.3612792024241362,0.49804909220329124,0.44517685338729873,25.69873682300317,0.13916250483507153,0.482280755757201,0.23637983342301067,0.40295901933083034,"[0.006689542274530102, 0.022127058674582922]","[0.5468090832999757, 1.2522552904810735]","[5.782045037602689e-08, 8.678973315439392e-07]",4,-1,2,10
121,179,180,9,100,99,142,"[20, 242]",143,26,39,2.9602591965834857,0.007110934337363104,0.010511458673923772,0.26267742501282937,0.3164365423282256,0.6851101982305317,99.46137791879629,0.6734874567860719,0.3027980539893905,0.5493698152400686,0.6437967778121368,114.0381416705101,0.8010479061912744,0.4436469610354429,0.5134377865235208,0.5155554412137336,"[0.007303793321717411, 0.02209407894616764]","[0.41143172996640387, 1.2624519996838313]","[6.489851331488557e-08, 8.104288819391637e-07]",4,1,2,12
94,106,54,66,114,81,60,"[25, 171]",51,18,57,2.0760100049221646,0.005255533409411217,0.030433705844629413,0.26482307088050455,0.5813362820191886,0.795339323517624,19.37911425093203,0.8165278687777631,0.1618741399348146,0.23066004414601807,0.3315855032301287,75.31448545483242,0.44817059889880695,0.7880119139178589,0.1710834155793427,0.18122640537621496,"[0.0071408888621569, 0.021445999124372526]","[0.5466479443972811, 1.4400587629181092]","[8.914165696647596e-08, 1.1177313564341854e-06]",2,9,10,4
149,120,66,13,154,53,64,"[11, 158]",51,39,31,1.9962179198245629,0.006163939833548049,0.027113051075211447,0.17689266497629302,0.6763130756178324,0.6584903432605727,69.29240147384589,0.6360964154227144,0.07869455753448151,0.3362913340968646,0.5648990139184664,15.87609210397181,0.08153304349541313,0.13682468807626252,0.35985781096680947,0.5318549726114052,"[0.009360461930570397, 0.021162493040245707]","[0.6186193565485976, 1.3128490925127387]","[2.301533054559875e-07, 1.0919791578308368e-06]",3,8,19,32
104,113,114,67,142,91,68,"[10, 162]",135,146,93,2.1530530380764037,0.007968576711576615,0.02046544658537988,0.3788362907428347,0.49772712995475205,0.42544240686855334,118.13470610125977,0.5475909239574888,0.01418140248773594,0.700932831824929,0.37618995962752544,49.090245324008706,0.957695230538498,0.7115837417922934,0.9974232392372921,0.627887007014696,"[0.008656436786404102, 0.023533904763233485]","[0.6024568625536527, 1.490698201356944]","[2.1521218405260926e-07, 1.3893526816080608e-06]",4,2,2,12
128,120,95,10,122,126,83,"[87, 249]",157,38,49,1.9465975060154233,0.007277595838477424,0.03460782192173229,0.29874031526209727,0.35223248949872243,0.6607966259980489,20.79172028187978,0.9175307719951172,0.04819030663305668,0.20006157479603898,0.6856755027758297,46.56335206736506,0.1973918661390045,0.9132589631624809,0.3314267832491464,0.6656587759554599,"[0.005086492523010795, 0.022002624030281047]","[0.418753992967805, 1.2366393537359555]","[2.0326417680451143e-07, 1.096073719666484e-06]",4,4,2,0
137,122,78,48,129,111,74,"[66, 201]",76,68,63,2.1544808399725346,0.006480989430951069,0.0300886315124885,0.058197108532654473,0.5787839995017121,0.39828851410055766,97.99128657469421,0.7815684457616253,0.23223871086033065,0.3940607319891805,0.4316107526062082,96.27754257295851,0.17667088304711687,0.27285266855161394,0.6988775262877022,0.40150582478401986,"[0.006783461867290364, 0.02347083584560991]","[0.6948119651516963, 1.2433181993085267]","[1.8607408878021515e-07, 1.4084325229421551e-06]",3,13,2,1
150,94,63,69,100,90,56,"[58, 233]",35,154,53,1.7227107912789212,0.006402981024478533,0.012196080519712393,0.1435196955111319,0.6326196485380158,0.5134225925465815,152.47517216170516,0.8968595326707247,0.26216488591484727,0.7507357738014413,0.7706499443297778,69.70166484628139,0.2034412924032536,0.2125095683418149,0.47916905222696504,0.9310659635123554,"[0.008782023733744551, 0.020473552130159722]","[0.42940851067726216, 1.2259569806477695]","[7.772860521522082e-08, 8.769436289177838e-07]",4,1,4,1
187,126,132,24,161,88,119,"[87, 243]",126,69,33,2.6165585420103126,0.006205905614615826,0.029069847612718594,0.1991765516379989,0.24435716462993967,0.6303973275688577,149.85342285340732,0.22946524701515902,0.35384589704245767,0.41405968694837636,0.3023522577296972,132.36209587050823,0.17851742250009817,0.941196603297168,0.7289596622351795,0.7598761027758121,"[0.007114723732322119, 0.02380091835059049]","[0.584158091379005, 1.5900638287952673]","[2.2379107115907786e-07, 7.471844087616861e-07]",4,0,1,1
133,60,177,13,113,119,83,"[32, 252]",155,8,51,2.2471893277903243,0.006066577503631869,0.02160228717853614,0.09629866188553296,0.32135743810965056,0.3731313870642625,50.578902262880874,0.24164605502825198,0.18581138182183832,0.32215833914840525,0.4100982829146141,60.708591629800054,0.6940563538292018,0.12878053918823756,0.7194464718382162,0.6234043482289976,"[0.009907243212583645, 0.020152423184910766]","[0.6065525002073872, 1.2678068036455303]","[1.7868892583623072e-07, 1.2193313087180768e-06]",1,1,5,1
