R,G,B,H,H,S,V,L,A,B,MK,STDDEV,VRES,SRES,LCCP0_C,LCCP0_S,LCCP0_N,0_CT,0_ST,LCCP1_C,LCCP1_S,LCCP1_N,1_CT,1_ST,WL,WC,WV,L,C,V,K,,,
155,103,200,32,120,85,52,"[64, 155]",0,44,39,1.1822476921838498,0.00546456429306203,0.020430548682702696,0.06374216152532607,0.41639909659574725,0.631916071069476,16.856405803662362,0.7991567020082874,0.07266084575682252,0.4395074643833948,0.5010785741702637,86.5987426657852,0.5243929989207233,0.2572684742676973,0.5068977522178381,0.6311060002217033,"[0.009894255058298315, 0.024703213893114345]","[0.4771023028440845, 1.4446142556218553]","[1.7934488673287517e-07, 8.192052884677835e-07]",1,2,127,353
55,77,119,10,137,105,102,"[26, 223]",34,36,57,2.8396110532235292,0.006824821278257802,0.01065711707474141,0.32010977498417564,0.36080425044833264,0.49421373655752127,127.44142132469295,0.479278740469674,0.2650110373144178,0.3154839083231575,0.32366210119887795,146.40578739630035,0.16852035334573567,0.30908398189140496,0.6082568388912218,0.5274820807004774,"[0.008619211429811782, 0.02334451182882141]","[0.5928407091656589, 1.28011509998944]","[1.813177070841175e-07, 1.239365790242983e-06]",4,170,9,33
158,179,126,18,163,118,127,"[57, 224]",87,3,41,2.8650217582244712,0.007468959963681935,0.010714429715279434,0.06899190535440054,0.7158499552930346,0.7737836141852634,101.72194904348007,0.802780492339165,0.27474886800666737,0.46248620154377823,0.7389455559495344,27.00531949098389,0.3885918443135674,0.560262803065988,0.5225481287388295,0.6245674161777418,"[0.007316171432930869, 0.021253408399214285]","[0.6957632665767113, 1.4266262898618849]","[8.845669401278555e-08, 1.281239076008812e-06]",4,44,6,38
173,123,92,61,131,142,66,"[31, 181]",55,10,62,1.0971281442816732,0.00522650769634139,0.03438836296043487,0.0887885955192822,0.45185830225663004,0.4441658449899206,99.5387332239255,0.7632573457383978,0.3406407343275095,0.38967717703840854,0.6659608381386515,145.70565673623665,0.3858227128198025,0.31116752300133776,0.8080796487076145,0.9173117983009741,"[0.00592890575715788, 0.021044610235435912]","[0.5448131857767284, 1.5599925253745963]","[9.045163735789678e-08, 8.095732176553185e-07]",2,1,90,41
188,104,66,64,102,114,134,"[71, 199]",61,26,95,1.610032119666613,0.006411431985862116,0.03394297190039072,0.032181673380744694,0.37058764402406896,0.4978521375358047,124.39906558971336,0.0643382598450869,0.20847155932280323,0.3472925852170933,0.7308007526013083,102.50597959488505,0.3582698074998274,0.32503305453010023,0.9086900319479042,0.9239108720015802,"[0.006947214403443553, 0.022993960502618958]","[0.44521206852225387, 1.5075298792432352]","[8.861268187572254e-08, 8.316795423452118e-07]",3,-1,63,41
183,180,108,67,138,52,89,"[15, 241]",103,111,81,1.8240956689568897,0.005307494156998155,0.012028791334606666,0.009269861307528339,0.48922711610454395,0.3788698613959401,54.73970463045488,0.6703137650082434,0.36010777669038263,0.257927414308713,0.4518758101163976,156.9640484085363,0.5000882822595845,0.4697302640441945,0.6430892795299499,0.7082378609409725,"[0.007561431570209817, 0.021577206031162227]","[0.400835756092341, 1.295767256796523]","[1.8699459410025262e-07, 1.2145266488101727e-06]",2,2,289,134
56,52,165,43,149,101,78,"[97, 160]",153,17,49,1.8543257262054207,0.0068313790793389575,0.01852574153569781,0.3072869064316427,0.5351124036458024,0.2150272371974012,136.87708509080835,0.17086279131888704,0.2065009407275433,0.5088793453472197,0.6036577353626131,90.12236624472216,0.5535927880944503,0.7808598029246488,0.3672317596124066,0.9574893436140601,"[0.008252915123771468, 0.024027719969349888]","[0.49682581609782334, 1.3840243394242417]","[8.490527256102355e-08, 1.3715056804891588e-06]",4,39,79,6
55,150,154,17,102,78,94,"[88, 202]",136,83,79,1.404097167646712,0.007335319722277125,0.016467639961120335,0.025606795169758056,0.438971642454981,0.6870534538267227,74.58743210992587,0.2719512937045262,0.19585285154892867,0.3271528932110866,0.30943013517883367,104.46723731203997,0.22628669701243964,0.20677516313447408,0.9437459161706547,0.21879947918200218,"[0.007154703640296494, 0.023085847914385785]","[0.546625184636743, 1.5492184998035077]","[2.28336024269321e-08, 1.4818254085069592e-06]",1,209,29,30
132,161,57,37,126,117,65,"[59, 166]",92,48,56,1.0852749127094063,0.007637069798697866,0.03557335016944298,0.11241090837206938,0.7435815358850477,0.5325294106343876,141.9619003543081,0.06546408863646014,0.38157618351602807,0.3952147523728514,0.3783652012879142,69.46839714601788,0.4955661281653322,0.8320344307870939,0.3872452088376117,0.6746286093038374,"[0.00536224500452952, 0.02065009745985828]","[0.49887211195689746, 1.4096661430060557]","[1.0329853787438141e-07, 7.428672072498143e-07]",1,7,63,24
79,173,131,64,123,57,86,"[90, 214]",96,104,50,1.8653895174759783,0.006188629950000821,0.01785366580567082,0.1799881403218096,0.23019785178852797,0.6324398843063646,146.70325210520537,0.9816871824941797,0.37706332600160336,0.5384533219439855,0.5958694773580477,93.54683352370685,0.6289067902532612,0.8423803284866019,0.3133624239811765,0.4050777115346206,"[0.007864045057586437, 0.021564806666275967]","[0.4097852784089766, 1.3567106020950233]","[1.4502139380729872e-07, 1.093173559946691e-06]",4,416,181,55
117,73,90,78,110,93,76,"[92, 177]",100,23,31,1.1119786179032563,0.0062859866549967326,0.023295059110480295,0.21842791648705964,0.749474522406832,0.554663671001911,152.68946121390036,0.5989897323367604,0.054984600388572474,0.616916049866816,0.290603685592963,129.77952810686423,0.9965152919128304,0.29824096236187203,0.8824195900268423,0.5774563388545445,"[0.009436194024326931, 0.020913463485839237]","[0.5345802408258349, 1.3110270532141106]","[1.4450344113616128e-07, 1.456996808663547e-06]",2,3,21,61
124,160,140,51,132,82,138,"[57, 196]",166,8,100,2.0579100325093647,0.00693200049467888,0.015374253567758567,0.33279337345863647,0.35188508141384844,0.48615820950044764,54.88180728502401,0.6690358178306889,0.17152131695099834,0.7047404333720919,0.7318043998992947,126.41865368397994,0.45206882063094234,0.23903302207659863,0.4724876537424576,0.10139630739334833,"[0.008174716471639478, 0.021189669353470487]","[0.6842485602697999, 1.437943656729925]","[1.5389957886464697e-07, 1.1024228291759554e-06]",3,88,47,5
152,116,54,68,120,140,58,"[37, 211]",28,19,62,2.6646521501576004,0.0054963751810980345,0.01207353323276238,0.16811520798909074,0.5455231376583736,0.637145433778979,130.1511148882824,0.9339620375997035,0.33496973805987235,0.6522229089167184,0.687640521742874,51.49545366003199,0.003203310052496633,0.8333345361655404,0.9665430641073229,0.1458419099667556,"[0.007464566698557135, 0.024551909986428536]","[0.6402861575384492, 1.5392909100107623]","[8.947319060519408e-08, 1.0016227463779057e-06]",4,3,189,110
91,146,52,55,125,128,145,"[53, 245]",98,106,68,2.60563394320974,0.00596907387553319,0.028043132711199556,0.19227142928870153,0.37534247152887357,0.7186544194769902,120.65978984072778,0.9374932591292838,0.0028545170041366142,0.5349563256131891,0.7525986081135099,144.7478075233651,0.4961648064083196,0.8909973203561522,0.2895495364312479,0.5157609822807158,"[0.007192861267009563, 0.0235382574399329]","[0.7793536827140827, 1.3912535851396275]","[1.6889133748824544e-07, 1.168991122791166e-06]",1,64,33,30
101,130,138,63,106,58,117,"[58, 249]",58,166,97,2.808592959003204,0.0057716485832510125,0.035655375106314606,0.15827258902602673,0.7074908047289414,0.43331518165322913,64.90810034628895,0.9153164277179904,0.2546909523079395,0.6601504824852795,0.7904914883626848,75.63179366709123,0.9372442858116686,0.4349782934377955,0.4790430289146965,0.9391779445683358,"[0.0060085640815431204, 0.02468570723908873]","[0.4268074510479399, 1.551643606280596]","[2.1092006642527036e-08, 1.5439132845332797e-06]",3,92,77,47
141,123,184,21,159,86,73,"[10, 208]",17,17,37,1.2949732123483022,0.006357316871662246,0.0335820597094788,0.12128368663531806,0.20877994843868897,0.20463189864806308,69.35438535214226,0.5919522135178374,0.08206812285476031,0.7272557502013282,0.29875734099157497,134.4839974119212,0.3818838751081003,0.6816756306980574,0.7972573033622269,0.17701186967212534,"[0.008180179264480494, 0.022728181548800363]","[0.5332558786343994, 1.311019033616609]","[2.010227335646361e-07, 8.896835761697503e-07]",2,4,23,54
109,107,198,21,128,64,131,"[52, 220]",6,84,45,2.2929353010024762,0.006926637888007257,0.03190660138984914,0.16777086125641305,0.44782191278467554,0.4406350270192923,82.32994109621893,0.5467455918604028,0.3137581963115681,0.44914825333545516,0.7202648084670096,93.64573846996193,0.15467736171629176,0.17541164012639893,0.6790468788756839,0.7978947949676024,"[0.007980710724573663, 0.023567816574416887]","[0.412029028603779, 1.2697049322962515]","[1.4691535150717296e-07, 1.3028567800513473e-06]",2,45,11,9
94,169,63,50,130,61,74,"[42, 215]",98,53,35,1.0197419047729412,0.0066650608609326555,0.028435041810641583,0.09848260499246991,0.42074743239469137,0.7749546954698718,57.67747963521971,0.42431014104506004,0.16324564380938625,0.2915827420985181,0.4331458291557666,11.367978549059377,0.9412580943251013,0.9271838985040105,0.49047337997237495,0.7664152036975153,"[0.005727000448466437, 0.02367103317466226]","[0.7162847765089709, 1.4563010522575137]","[6.607289363970747e-08, 7.696867876550764e-07]",1,78,118,216
64,116,160,20,147,121,110,"[65, 190]",145,87,96,2.349097012526453,0.005533684502239639,0.0303836826223979,0.3526846112205359,0.7709737998827384,0.46089311478805656,14.048565758574263,0.6494901838055634,0.09869004015356896,0.41224041712866427,0.41063533887409986,11.007424969471789,0.45334641954400023,0.4539438014077215,0.15786770188220078,0.13267507972723716,"[0.006353650316596307, 0.02149891938886828]","[0.7372893243096812, 1.4223144415686033]","[1.3091799912740292e-07, 9.612645976329365e-07]",3,538,23,6
73,67,168,21,143,122,144,"[79, 220]",155,26,70,2.9387861530230763,0.0054294950363430435,0.028841948955149882,0.18625972103680657,0.43023840517082956,0.7301274799943016,33.4426294715211,0.028742158852111066,0.3561595434989915,0.6969148049549313,0.4039685436432442,12.688498372962744,0.6667507473308661,0.49821821637121355,0.41352640726391776,0.3873060756963659,"[0.008813243082303046, 0.022592527423094245]","[0.6793103894678854, 1.3094322827267306]","[2.1624676734326092e-07, 1.254283524181583e-06]",1,22,5,4
66,53,86,48,139,111,105,"[99, 209]",55,168,98,1.5753782823094873,0.00539990985534634,0.02662527110742431,0.10655659507674256,0.29381327357070963,0.29613940294813373,98.43696083909299,0.3644303130847619,0.30084414877564297,0.2951128019962572,0.3783954234306798,111.24797501959247,0.32529655134373947,0.40025164556957515,0.453745501588385,0.9035258728554708,"[0.009579139036306614, 0.021674098206135296]","[0.6925279479833102, 1.2455988813257497]","[2.0227156908140852e-07, 1.1625845845923118e-06]",4,17,94,49
66,153,72,6,138,141,136,"[37, 201]",22,83,62,1.6594249559294068,0.007055022026258689,0.01951036232807941,0.30897527588493456,0.5341268120116276,0.5196694018418064,106.88027030848991,0.3071994243736851,0.06325691975676188,0.5673308333636902,0.6524063330022214,137.22179907059808,0.22124801355616197,0.7915833143540953,0.5589200277247275,0.37127945644752347,"[0.007327779121613499, 0.02180813723156201]","[0.6184510300309494, 1.2491916575783883]","[1.2830380462955193e-07, 1.1205512579473797e-06]",4,177,5,30
199,149,174,24,126,149,138,"[50, 205]",90,39,97,1.541958777581314,0.005052963867545693,0.036781495552506364,0.09043933451632645,0.5778993347147533,0.42542554287892576,52.730833357816174,0.9534724415065737,0.35163455201870664,0.672904114962807,0.4835059014609208,153.02277392296074,0.1048896678696114,0.6367774943299942,0.6041473557217751,0.9543519213399455,"[0.007356366722368331, 0.022949258412608097]","[0.7143024316285076, 1.541681980675095]","[2.6112658637959e-08, 7.446233029884506e-07]",3,0,2,94
117,156,77,80,144,60,55,"[68, 163]",151,157,55,2.9426472640330172,0.005542997628622314,0.02056177289584372,0.2986981498826568,0.7668708109822688,0.656729710839625,124.47736789923168,0.19011264098693137,0.12749673572249676,0.7095292097119621,0.5939241186315678,65.03599314999845,0.6344721755582062,0.3397764905537503,0.4449483158341292,0.27881462093459125,"[0.009964501651367152, 0.022799438869305286]","[0.49764408867007526, 1.4760611584236871]","[2.1102264078496869e-07, 1.3242623806569624e-06]",2,48,159,3
108,161,114,59,126,99,141,"[18, 250]",136,119,49,1.2795898354419954,0.007858917638749035,0.031952886476018585,0.3531009551709209,0.7969084395496142,0.21166703979083554,29.602636458045595,0.5473928085384973,0.018590345464238257,0.5457026313788034,0.7224950606920155,75.86655667207984,0.3498187605669735,0.8941599116146005,0.13683139311760606,0.41705026506718545,"[0.007177669552428224, 0.02414573827860507]","[0.670362110383649, 1.3182730158993126]","[1.3618383210478552e-07, 1.0558762673974578e-06]",4,126,51,38
175,95,129,14,162,145,74,"[87, 220]",134,84,89,1.758637651728718,0.005318773899445884,0.011717971529397025,0.15229653263536483,0.43618387294609273,0.5826559970480516,159.52590705825907,0.5787067598593972,0.23566221278984956,0.5113096815657308,0.4819526801071189,48.81099899640283,0.9749164273055165,0.3607244306971833,0.2612893085442945,0.23463375908878356,"[0.005534892544609714, 0.022820018862853144]","[0.5427313656325193, 1.3626880266436259]","[1.475013138467897e-07, 1.2400613431641574e-06]",2,0,10,56
64,79,173,41,126,70,105,"[39, 210]",121,56,100,2.8929178209135804,0.005884990056326036,0.0314585193466081,0.17414028971622472,0.6221834422206036,0.34251288107616573,155.62524319001935,0.850467210278912,0.25864882726970667,0.6988229586475084,0.2526546184022112,31.74783871067568,0.26184867533112555,0.15939486269096448,0.9770335521803815,0.5382650661869233,"[0.007342419845471706, 0.021761513568731593]","[0.6953603760792162, 1.5107201519465092]","[1.5271360846793333e-07, 1.1450345649807134e-06]",1,77,65,214
90,65,74,79,161,149,103,"[30, 210]",95,103,72,2.5967151093634833,0.006975555884022731,0.02318385030464307,0.009000192089713676,0.4187210592266888,0.5032971356604834,134.92002816576388,0.04766557771961488,0.1330629317531274,0.5433745883113765,0.7252903045016907,145.86080708505855,0.19236542392930334,0.5298777845797049,0.3767075017643584,0.7204093172429827,"[0.008095025913689716, 0.021059117160631545]","[0.7167020319067818, 1.3394744446783509]","[1.8327770174910544e-07, 1.4970355961683721e-06]",2,12,77,25
151,104,82,36,162,111,77,"[99, 234]",78,33,99,1.4708945600578436,0.00795269520160681,0.0208880576870024,0.1627664441479343,0.2982158435543896,0.5632358150910532,152.6008812204146,0.6334854444148695,0.23464364870548182,0.5572615435686009,0.5766317915656684,59.1136884984444,0.611370058627056,0.2899027640059494,0.4515930439005106,0.548027122711427,"[0.007485506268984105, 0.023533121843964926]","[0.41543090578547526, 1.2204770150038966]","[4.223090833009634e-08, 1.5448904226753483e-06]",4,0,87,14
189,69,99,14,124,91,89,"[38, 215]",88,49,71,1.8212027703959126,0.006574608160100637,0.03444094317282902,0.08471667403471593,0.49777089047293316,0.7258935146715706,98.39857426802507,0.07960645404543998,0.10296483183656209,0.6384507673009052,0.23489426596973417,165.2995981044398,0.9604694371486219,0.11860921458696101,0.21224897150090427,0.1996866592558722,"[0.00602452204766972, 0.023477434612016762]","[0.7168659179588053, 1.596540150958027]","[8.797855331551754e-08, 1.2033706865805311e-06]",2,-1,10,46
77,63,120,25,155,94,80,"[40, 232]",162,19,76,1.728182409651477,0.0050746042552844844,0.029481941266230653,0.21927944175282504,0.6356414782010484,0.36428200604064875,121.26884275700844,0.32615331142781767,0.35577673852033503,0.5735369569780636,0.25003632520189994,71.48294464964737,0.26186699474033315,0.11556915872392509,0.8737493107963793,0.7181752714178409,"[0.006549937055224568, 0.021961828021618304]","[0.6008579520579983, 1.4705814536680735]","[6.85644232640901e-08, 1.418680844908329e-06]",2,11,32,3
88,197,66,67,107,82,137,"[22, 196]",40,18,48,2.8546345357616634,0.0055295922509510246,0.015309012850377411,0.0669775522528191,0.6502965253571399,0.5202035182718427,24.591970548761033,0.918769510405653,0.17453471009169852,0.3450877537272359,0.44365762367285505,110.97403419536043,0.1642681255177666,0.9671908198400635,0.3213397010758441,0.36053309560603763,"[0.009883295632098173, 0.0203270388364978]","[0.521177835339139, 1.4745641434778647]","[5.846974457380039e-08, 1.2080523206426597e-06]",4,19,25,86
159,134,177,28,106,73,89,"[53, 215]",96,36,40,2.5450382401220004,0.007554486910780549,0.01328726575557186,0.38024973625145453,0.79897847138377,0.706217915426788,64.63972315841752,0.5549234274959183,0.006150567143175945,0.5185632982342878,0.351408951155732,64.86614932599213,0.6758888651544529,0.6310095773214112,0.9735953522437104,0.7115796008186073,"[0.007721343322333938, 0.024167867599640167]","[0.48737178748274257, 1.3934199721615599]","[1.6280259482935983e-07, 8.970309067435778e-07]",1,5,78,48
129,171,140,19,162,87,83,"[76, 215]",158,57,58,2.360618650253717,0.007867078453371493,0.021662011958953904,0.22727554556244287,0.23167874662095012,0.28832611910439143,33.74774156133384,0.708583172737212,0.2884142825227933,0.38251913654003733,0.6912885100434863,142.14928853610488,0.9708110924432249,0.6405637529477497,0.16152841288785003,0.9925167486542721,"[0.0055720910035402995, 0.02280748175781292]","[0.6953855910341674, 1.3631554624413782]","[9.717505536139953e-08, 1.237070715457955e-06]",1,72,49,7
164,114,109,62,131,77,90,"[78, 204]",74,125,95,1.0732507675181118,0.005331151343996185,0.024204655344063557,0.27600426007147794,0.7488867847410261,0.6286368165285993,125.7009486145428,0.8267862291059144,0.2702564851397153,0.3364821926887753,0.7254575821947609,58.74951479438302,0.7003927135694675,0.848960232129002,0.11397574815844493,0.4321190710419047,"[0.006003282554438475, 0.021297276858335816]","[0.5990901781742188, 1.3647735148719584]","[1.8436908583721797e-07, 1.2624516771961543e-06]",2,2,186,79
74,114,83,51,160,76,126,"[55, 213]",38,134,31,1.885886911276506,0.007621055741956565,0.02029964314507922,0.10849232661364319,0.6867179716195322,0.5418379913156647,89.54525454371,0.4693786179771079,0.06485465258061325,0.25890348097599986,0.7787889897427858,78.5626915057841,0.982172840095222,0.41496168917509146,0.27015332871595715,0.12333473935303409,"[0.008988792176051898, 0.023354186960284806]","[0.6468126634015333, 1.3435919124761948]","[1.639175459496344e-07, 8.330882626931843e-07]",3,181,39,34
105,88,158,6,155,50,56,"[72, 160]",89,57,79,2.6080991400186715,0.007840527012694035,0.037843710824130954,0.2472571541857474,0.32520243088332057,0.4775063082154158,94.70466459032666,0.44054353884924313,0.06533801334633993,0.275774666055113,0.328551188379143,119.48119681800763,0.07239942722912618,0.5387576936234173,0.3531504419002133,0.8096050250101852,"[0.009530326299115339, 0.020560815838447297]","[0.4615843711822936, 1.490415007358227]","[2.385474464610485e-07, 1.5371449827624114e-06]",3,21,13,57
178,157,75,74,111,63,76,"[92, 244]",5,162,85,2.1112483256753,0.005200945145482109,0.030883183043300802,0.2510676977276764,0.33059594137003945,0.550699792547324,128.4254147319413,0.640629483413942,0.26385400559446626,0.5650705754416158,0.5307121836473463,116.42014950485088,0.015017391665246294,0.2395193973249693,0.9241792372657952,0.7546384038866529,"[0.006437997780667938, 0.024765584391419473]","[0.7180319495289861, 1.530516233244441]","[1.83306682356852e-07, 1.354965812688344e-06]",4,1,115,61
103,191,188,11,129,122,69,"[100, 207]",141,91,54,2.702897537463419,0.0063100307362252885,0.020359333972371454,0.20152532404376175,0.2373661193680741,0.2471713969998032,158.47306566232095,0.06890598949378612,0.15048596513679527,0.5009481642968094,0.6053775960672303,60.32256624186221,0.5562000278891842,0.85075465962708,0.9570431521853587,0.8555056281958112,"[0.00855648415655361, 0.02105986306878061]","[0.7489823144227812, 1.3433043989189002]","[1.9059897944021388e-07, 9.845138035047904e-07]",4,75,0,0
183,136,132,61,142,111,78,"[22, 170]",167,145,91,1.7547720598160517,0.006620148679472844,0.020834155011193005,0.08897216232358357,0.4467881969734231,0.507647498104597,112.70103486428077,0.14118965893722124,0.30557820641002365,0.4000552360147094,0.5827629850478404,109.38087925764528,0.19116991835225405,0.43180452379416756,0.390664178836706,0.9872774857307482,"[0.006755609107538831, 0.02303398514613871]","[0.43723553909271207, 1.502296388327865]","[1.4941165265224409e-07, 1.5822307875523996e-06]",3,2,115,6
127,130,175,71,164,135,127,"[16, 196]",15,78,53,2.536294527331509,0.0055588111329223314,0.01936042991967008,0.13966092352621434,0.3363236623979575,0.3894419515215827,72.09089333934674,0.6850438235958543,0.2662851034893721,0.3379588750777315,0.22956227609533164,73.85108517516669,0.6232577951994946,0.19021095145187505,0.4305449560938557,0.36593135488716255,"[0.006479500911644992, 0.023490539409682824]","[0.793457197476436, 1.4181516641860104]","[7.288454289078838e-08, 1.20147602552661e-06]",3,23,83,103
58,118,183,19,150,83,129,"[19, 207]",97,104,49,1.7129002961851096,0.006665004710756336,0.031190330365731107,0.06262497300411894,0.37460855680133653,0.32779294927245806,71.55202429015462,0.48906349555694617,0.006379185299233869,0.3957406854497597,0.4559322230544508,15.289817111191617,0.266121141412923,0.6985503691920888,0.6579815201551293,0.877351949893253,"[0.007064771559586013, 0.02454268207450159]","[0.5481837844884418, 1.3661237539988118]","[1.7722859697722863e-07, 1.5564890978482448e-06]",4,416,11,47
176,106,114,69,151,85,93,"[63, 189]",49,98,64,1.5961018190779763,0.0060108650321760125,0.032270172818259654,0.10987031141143273,0.3147109844522885,0.4894255299439912,93.84258915058936,0.18219337740666675,0.029341608146909826,0.6332626779597192,0.7027266130924794,126.92608449847435,0.5182645589972235,0.19614879708839408,0.5530447441053201,0.4499586338023396,"[0.0066790361202075975, 0.023186699975040706]","[0.7432963342118086, 1.5752466383741386]","[1.3295607591851347e-07, 1.5921296071611496e-06]",4,0,115,34
198,161,134,60,156,107,63,"[71, 244]",45,160,76,2.4724664468195634,0.005192725314488479,0.02988113739483622,0.11188411088631495,0.36580522328648624,0.47714918410617596,143.51109251467284,0.9795879829162086,0.11062581603477528,0.5632337023655777,0.28637111956367095,135.22258991145412,0.7274436326482866,0.5060346969416807,0.8156415944951284,0.4235331776427813,"[0.009853172239551067, 0.021299178758112637]","[0.42163461002933295, 1.523056247560997]","[2.3623013681516284e-08, 1.348351054596808e-06]",2,0,107,56
72,99,167,35,100,91,86,"[70, 193]",110,20,38,1.3760513720796972,0.00709031595063687,0.01537554659446958,0.2449742085924166,0.2853630997146139,0.3863811837327378,144.86938443708493,0.8349595289730746,0.19406993130077801,0.7442881982006031,0.7206678238067488,168.59682475704338,0.9948596863404192,0.5277990566317534,0.7882525268000332,0.842377364025103,"[0.007894509807969697, 0.022511525149914082]","[0.4831724708171572, 1.273796595480518]","[1.3698885009027007e-07, 1.1442841933192115e-06]",1,158,81,66
141,75,152,36,104,104,72,"[34, 209]",149,166,94,2.352475302771868,0.005102201063543495,0.021457949802581033,0.14249443498668538,0.7972383583212126,0.7914212545019814,109.06346719503824,0.5228089066983244,0.3833638603268548,0.5343118621729435,0.578466678461041,146.15233133498205,0.4949317456821719,0.6138551101465246,0.6413572401039997,0.46784244979019873,"[0.007811304201664643, 0.024302037417805136]","[0.7501146137766798, 1.559704729677994]","[2.0739451991137467e-07, 9.948885884345255e-07]",4,7,126,2
84,78,145,69,105,150,131,"[88, 192]",79,113,72,1.5449865460571304,0.007426306373726854,0.02447040314984239,0.23496203753612158,0.6992494559579951,0.6323108250481685,15.616885129605347,0.09842720205626232,0.025413125748066447,0.2595538625172262,0.40711172107824134,31.409466030427957,0.9717043199782339,0.8830123988190341,0.5272868036019531,0.4376889278047934,"[0.008659445153916919, 0.02269561405068087]","[0.7515367146721632, 1.355062635696457]","[8.721444079268627e-08, 9.91862973632788e-07]",3,2,0,93
130,95,182,75,103,92,97,"[61, 214]",68,79,92,1.1450477829154633,0.007577583759367061,0.014020346762280315,0.27298058176709705,0.6664340527238113,0.611696149916124,114.4151995518749,0.19269033535436597,0.12356689963311177,0.4103510778787228,0.7632237525400642,96.32485298363031,0.6833195383944025,0.8217098444688508,0.8097712038091068,0.14046816410771384,"[0.008747940800448262, 0.022145938031744347]","[0.5482347693862737, 1.3232414299365143]","[1.4284809853667316e-07, 9.148146953073234e-07]",2,1,6,18
184,91,168,37,127,99,64,"[27, 158]",70,144,54,2.9315341126916286,0.007733879355496012,0.019573805942406246,0.06315213435849097,0.7074348251536764,0.6828137667663701,44.92783068795879,0.26525559945855903,0.33884560253742113,0.3571688070504439,0.2036955748620444,168.29503852507713,0.9757383415903264,0.2957746070219949,0.3552913422186894,0.6033687037420103,"[0.006111339560026592, 0.02360051311210554]","[0.4151667835651846, 1.5736115217609543]","[2.3828662902037276e-07, 9.726100536025512e-07]",2,1,81,98
128,74,197,30,131,62,131,"[42, 243]",61,146,38,1.3938528094913565,0.006016114235999593,0.018159127728486095,0.22832004436316572,0.5208112626206769,0.7030540113262462,115.54404870545389,0.5345467508633797,0.30542380284650006,0.40763840980748245,0.43672063903178676,153.1505442624013,0.2568718727464625,0.4090830473293502,0.1394356115902899,0.5217986658723516,"[0.006743591488716059, 0.022691294126136484]","[0.5945129733807748, 1.4821702224381985]","[1.8902423173994596e-07, 1.4311712448582623e-06]",3,5,46,47
81,115,167,31,170,146,131,"[81, 231]",157,128,65,2.233442589438778,0.005363403259249255,0.02234527128360149,0.39196887195636804,0.2421218172901885,0.4291228087376615,138.80879191646414,0.6483191773099327,0.3003190493649891,0.6011525176793101,0.26787373563558875,107.14101480394596,0.9803850770896467,0.32452509918960515,0.9618145287222696,0.7362661930613172,"[0.005939322665591237, 0.02346385197059002]","[0.5282975439710527, 1.2514774773035897]","[1.463090268840162e-07, 9.694220248487368e-07]",1,250,8,5
67,180,190,30,132,108,82,"[80, 220]",88,39,54,2.8225566366151473,0.006705976628898218,0.01896042828384297,0.14911034760099287,0.5656424956613664,0.5506415871180751,137.00344466741538,0.5102635143082921,0.2935593918579705,0.4333826942148205,0.748916402181351,106.26872016126642,0.011348936186707181,0.5631825484338306,0.6983855285418922,0.16969809799928187,"[0.00866990911064512, 0.021752263609533556]","[0.4638398236176672, 1.322988399183726]","[2.262925822225238e-07, 8.484302686972414e-07]",1,500,83,48
150,102,113,70,137,127,147,"[37, 240]",76,121,49,2.24373374932895,0.005375088120895409,0.010023399139149,0.12841981390794174,0.643660720332365,0.43173988784377637,163.25232470704205,0.482189147067962,0.3367561068917351,0.6098798838991535,0.5605902285485918,71.23234847101199,0.21482264628511183,0.8853495382234979,0.10985711828821096,0.655470145129326,"[0.008895425194947328, 0.022522553067423366]","[0.6714008955274164, 1.3402972571113312]","[1.7337133446201297e-07, 1.4509353503309058e-06]",1,1,18,32
124,69,100,62,155,58,120,"[18, 188]",84,54,45,2.7794296875662754,0.006734204362291986,0.012493698551061734,0.24953109567247078,0.7385429464724873,0.3156831993456361,135.9764428975747,0.7861138066404504,0.39302749169912105,0.4542263996944188,0.6474289805295488,125.15166212016968,0.8577824788255421,0.9944433665316564,0.7557036261602994,0.7560943418529589,"[0.008516412144292617, 0.02362629222918264]","[0.7196149984893854, 1.4954692390389435]","[3.7108287202662505e-08, 1.5695272375431518e-06]",1,0,44,21
120,180,59,33,111,118,146,"[20, 193]",12,104,52,2.588756090532499,0.00728919824012148,0.018632259064491556,0.2663867487142468,0.3186329831869922,0.21609731250098638,30.402826516692958,0.4326756246584761,0.09769581633277294,0.6033927669354511,0.5506733111203133,150.88526394732284,0.27684906292434275,0.7489439110621916,0.7567317126613682,0.6445830112640999,"[0.006242426813668655, 0.02390195220475939]","[0.434434568600499, 1.4842242777906318]","[1.0864135228234716e-07, 8.391077142221795e-07]",1,18,41,118
105,120,178,76,152,72,132,"[35, 235]",80,22,82,2.900574819929382,0.00721131056296706,0.011979598503527429,0.1682804254524987,0.2719611673947634,0.44402701080267193,140.4599725566487,0.6083959491831717,0.15086904486894848,0.41764872190009505,0.5256005326908411,42.28063221939658,0.46717043417753956,0.5308361255283143,0.8157003471752299,0.735562165762639,"[0.007594602234186731, 0.020090710882472836]","[0.6034454494487844, 1.381069700294846]","[2.335257976742924e-07, 8.547748289164522e-07]",2,81,203,26
