
117,128,71,22,166,98,93,"[46, 200]",127,113,52,2.469888273869725,0.0055827809476083935,0.01911020967520377,0.017337020582620166,0.7742002412809348,0.5930101537870156,22.57721790407137,0.43955066329113013,0.23368536568358333,0.2883073605532867,0.3112992051675709,45.28910782250659,0.7694619683784085,0.8685569086740539,0.5111568794231088,0.31374746838606793,"[0.0086239743543361, 0.024640866832791573]","[0.5249109150405669, 1.472870354238129]","[1.6756621811659176e-07, 1.099269527239549e-06]",1,49,59,219
182,138,118,24,173,83,97,"[49, 192]",113,108,37,1.1566287705980798,0.0064654765210790015,0.01967856011265365,0.02160824906520178,0.66257035343867,0.578773345020611,134.26804015747624,0.6192528222976929,0.3056511133921491,0.3445972440137529,0.3565632781185375,117.36945261464274,0.44694523172942435,0.4148877092070665,0.3197928466050861,0.6396601975643146,"[0.006120595548756179, 0.022184875792016605]","[0.7621574467069474, 1.2942434281819182]","[1.5411625469173004e-07, 9.160490628222325e-07]",3,3,12,32
170,81,55,18,169,81,107,"[43, 209]",125,103,98,1.6648561613907893,0.00695818806281647,0.03675669947055447,0.09253071323082454,0.7457230263078203,0.5646712068537021,29.407125648700454,0.8334996956043551,0.25947654104939033,0.5830264127147206,0.32925873285527674,73.0685904828591,0.1752857944695957,0.5591272320660233,0.8296566015898872,0.6609969669046198,"[0.007853890217659075, 0.022568497218055837]","[0.5107135507661459, 1.272544159865468]","[7.428595152166611e-08, 1.2223412700765325e-06]",3,0,18,59
131,155,111,21,177,88,94,"[51, 190]",136,115,71,2.793527935396508,0.00541133211203205,0.01756814922462807,0.24858904133513257,0.24470791965277847,0.7135212582586705,91.86866493369868,0.5294484269440864,0.32530558890098754,0.3454434058004452,0.2667061972890584,82.79681472048652,0.4272840878737325,0.8089110857413211,0.41513036485116706,0.5663517165463196,"[0.008713636286135633, 0.021247445553430604]","[0.5899831860292806, 1.3314751992425935]","[1.5988471596288993e-07, 1.230804671874698e-06]",3,11,15,11
174,181,116,7,179,91,103,"[51, 206]",105,117,81,2.842956159833826,0.007526090615666569,0.024886503674150462,0.2314857958102161,0.618095636033936,0.46372146587067703,143.09310897913852,0.8192844981828181,0.3168128326118434,0.5539955786934734,0.4351009942488894,130.0164664956779,0.8900326047217109,0.9430127224944339,0.5968146512526502,0.9956590104393116,"[0.00837270661974402, 0.020493408313362802]","[0.5830319269493209, 1.5220423148139826]","[1.686322807293826e-07, 7.435095512021622e-07]",4,4,4,9
78,157,101,3,177,98,101,"[49, 196]",111,110,72,1.8048621483290324,0.006274978474059221,0.019865161903248413,0.32534443563834764,0.5805532557346949,0.32152461356100154,96.65001194428642,0.4894098645898929,0.10042943481704834,0.332267279775439,0.22932112719863007,26.97733163718656,0.03029402682761484,0.8609393972287493,0.3989417521487658,0.2909090611777202,"[0.005863253424007927, 0.02175961402192215]","[0.5767958527739715, 1.4593551365378676]","[8.469839270295688e-08, 8.351838470216088e-07]",3,84,27,54
130,97,147,23,178,88,93,"[46, 200]",111,116,71,1.3313832829797747,0.007134225862518636,0.0241990970419233,0.010162204515879347,0.5760038671025385,0.6746921950959812,137.11685082536016,0.037333435945767324,0.07861135115165459,0.2891389815360641,0.2583654753529733,139.51048238915877,0.3505461617785208,0.11937239331211559,0.5436433557516361,0.39707590382328783,"[0.0064800666551759105, 0.0235129238238809]","[0.6976052427482886, 1.5049147185569205]","[2.484974354516134e-07, 1.5496231327105147e-06]",2,15,14,25
175,177,58,23,177,93,96,"[49, 191]",140,102,30,2.879871059519431,0.0057151808975787165,0.03873183369378328,0.027016271889344926,0.21833748950719442,0.3393695056990601,16.338843451439313,0.41861118263626196,0.24209530808110397,0.5367275223451812,0.375803969778965,148.49624472764194,0.43683695878731,0.53581816453564,0.21828758787146174,0.43521627777031535,"[0.006678669378493521, 0.022627216998432082]","[0.6026493469246872, 1.4421452217912853]","[1.927004682134335e-07, 1.2615214541893947e-06]",2,1,26,38
56,142,186,23,166,80,107,"[44, 206]",139,109,75,2.5408751723732257,0.007164131834642498,0.019120691060303455,0.11918270536004312,0.3254149715517982,0.6026737112870034,29.032230525503806,0.30694627949378295,0.06056298524978696,0.5204059349663885,0.571067734597509,157.60031451484534,0.3883567554620241,0.5124773569654393,0.4786789550013044,0.7531871763551236,"[0.006759252788192623, 0.023551705328510746]","[0.6831034458157668, 1.3758559164497068]","[2.1861759672666525e-07, 1.2570988604638546e-06]",4,68,35,21
195,78,179,4,165,85,109,"[46, 205]",141,115,81,1.7240641791258846,0.005177936227182381,0.018695849573051745,0.10751102347072874,0.7388371857557685,0.20118720120175052,82.53865422600919,0.20811290038780528,0.08773269934027748,0.597075104357712,0.31282849166704646,41.68335684805585,0.24484941860303489,0.9855899735138917,0.6172879950154595,0.11381843585744733,"[0.005615142126059358, 0.022915217465726678]","[0.6680277046919123, 1.5770728662750915]","[1.0579671123502791e-07, 1.5739007765314002e-06]",1,-1,24,34
95,70,156,8,171,90,103,"[55, 197]",116,108,96,1.3508459218824662,0.006848119808939112,0.028642527647902927,0.22472194042385707,0.5195766283276824,0.4944157344501079,125.08164279159408,0.5956596297822269,0.19143828110932307,0.4910562486675387,0.3109767739721104,37.40009745521203,0.07035663791804592,0.5156997255012556,0.5556456225521309,0.2211937714678442,"[0.009365026707335362, 0.02215096862876607]","[0.6984644464732731, 1.477859454534502]","[1.4188642409271695e-07, 1.3972974392832625e-06]",3,26,12,37
